CSPC_NO,BRAND_DSC,PRODUCT_DISPLAY_DSC,Period Display,Price,Adjusted Price,Promotions,Total 9L Cases(Promoted Stores),Total 9L Cases,Total Real Cases,Total $ Sales,Adjusted $ Sales,Lift 9L,Lift 9L %,Total Promo Cost,Total $GP,Base $GP,ROI $,ROI $ Rel,Incr.$/Rate,Rank
10398374,MARCUS JAMES,MARCUS JAMES (CIC) TEMPRANILLO 00750 ML,201707,9.65,9.65,"Étalage régulier-2,Étalage mini-7,Étalage gros-1, Points_500.00",34,449,449,51978,51978,16.64,0.9773,1101,2071,79,77,-0.93,1.75,
10398374,MARCUS JAMES,MARCUS JAMES (CIC) TEMPRANILLO 00750 ML,201708,9.65,9.65,"Étalage régulier-1,Étalage mini-16, Points_500.00",69,564,564,65329,65329,36.19,1.0946,1486,2601,153,167,-0.89,2.82,
10398374,MARCUS JAMES,MARCUS JAMES (CIC) TEMPRANILLO 00750 ML,201711,9.5,8.7,"Étalage mini-86, Étalage mini-86,Circulaire-Standard plus 60 succursales à rabais mixte-416, LTO_1.00, Points_250.00",920,1011,1011,115397,105225,414.81,0.8218,18869,4664,2330,1915,-0.9,2.29,
10398374,MARCUS JAMES,MARCUS JAMES (CIC) TEMPRANILLO 00750 ML,201712,9.6,9.6,"Étalage mini-6, Points_500.00",20,461,461,53195,53195,11.98,1.5105,492,2128,37,55,-0.89,2.81,
10398374,MARCUS JAMES,MARCUS JAMES (CIC) TEMPRANILLO 00750 ML,201713,9.6,9.6,"Étalage mini-1, Points_500.00",21,643,643,74226,74226,8.42,0.6568,164,2968,59,39,-0.76,5.93,
10398374,MARCUS JAMES,MARCUS JAMES (CIC) TEMPRANILLO 00750 ML,201803,9.65,9.65,"Étalage mini-3, Points_500.00",13,389,389,45024,45024,8.5,2.0028,256,1388,15,30,-0.88,3.85,
10398374,MARCUS JAMES,MARCUS JAMES (CIC) TEMPRANILLO 00750 ML,201804,9.7,9.7,"Étalage mini-8, Points_500.00",33,333,333,38632,38632,13.23,0.6781,657,1187,70,47,-0.93,2.34,
10398374,MARCUS JAMES,MARCUS JAMES (CIC) TEMPRANILLO 00750 ML,201805,9.7,9.7,"Étalage mini-5, Points_500.00",28,344,344,39983,39983,16.08,1.3672,427,1229,42,57,-0.87,4.37,
10398374,MARCUS JAMES,MARCUS JAMES (CIC) TEMPRANILLO 00750 ML,201806,9.7,9.7,"Étalage mini-3, Points_500.00",18,355,355,41227,41227,6.89,0.6254,272,1266,39,25,-0.91,2.95,
10398374,MARCUS JAMES,MARCUS JAMES (CIC) TEMPRANILLO 00750 ML,201807,9.65,9.65,"Étalage mini-1, Points_0.00",1,345,345,39966,39966,0.35,0.3889,70,1233,3,1,-0.98,0.58,
10398374,MARCUS JAMES,MARCUS JAMES (CIC) TEMPRANILLO 00750 ML,201808,9.7,9.7,"Étalage mini-1, Points_750.00",1,338,338,39406,39406,0,0,75,1208,3,0,-1,0,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201601,14.95,14.95,"Frigo 1 période-45, Points_1000.00",185,512,512,91952,91952,100.67,1.2009,2740,9996,1637,1966,-0.28,6.6,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201602,14.95,14.95,"Frigo 1 période-42, Points_1000.00",190,528,528,94680,94680,106.34,1.2763,2693,10304,1627,2076,-0.23,7.09,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201603,14.95,14.95,"Dégustation - régulière-8,Circulaire-Pad-416,Événement tactique-Produit à découvrir à points bonis-416, LTO_0.00, Points_2000.00",686,686,686,123070,123070,316.07,0.8542,12591,13395,7224,6171,-0.51,4.5,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201604,15,15,"Frigo 1 période-47, Points_1000.00",201,606,606,109272,109272,104.5,1.082,2885,11835,1886,2040,-0.29,6.53,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201605,15,15,"Étalage régulier-2,Frigo 1 période-48,Étalage mini-11,Étalage gros-2, Points_2000.00",283,644,644,115763,115763,135.07,0.9141,5238,12580,2885,2637,-0.5,4.63,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201606,14.95,14.95,"Allongeur - régulier-38,Frigo 1 période-49, Points_1000.00",376,641,641,114848,114848,157.62,0.7207,4571,12512,4270,3077,-0.33,6.18,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201608,14.95,14.95,"Frigo 1 période-46, Points_1000.00",194,466,466,83611,83611,94.42,0.9498,2324,9100,1941,1843,-0.21,7.29,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201609,14.55,14.55,"Frigo 1 période-22, Points_1000.00",112,402,402,70128,70128,59.75,1.1383,1277,7839,1025,1167,-0.09,8.17,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201610,14.5,14.5,"Frigo 1 période-16, Points_0.00",70,519,519,90293,90293,46.55,1.9645,333,10131,463,909,1.73,24.35,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201611,14.25,12.4,"Circulaire-Std+-416,Étalage régulier-1,Frigo 1 période-48,Étalage mini-8,Événement tactique-Standard plus 25 succursales à rabais mixte-416,Allongeur - régulier-1, Étalage régulier-1,Frigo 1 période-48,Étalage mini-8,Allongeur - régulier-1, LTO_2.20, Points_1000.00",594,677,677,115651,100904,306.5,1.0661,24538,13208,5613,5984,-0.76,1.86,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201612,13.95,13.95,"Allongeur - régulier-45, Points_750.00",137,383,383,64234,64234,48.76,0.5542,2634,7481,1718,952,-0.64,3.1,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201613,13.8,13.8,"Frigo 1 période-23, Points_500.00",89,382,382,63445,63445,36.76,0.7014,805,7466,1023,718,-0.11,7.58,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201701,13.8,13.8,"Frigo 1 période-25, Points_500.00",102,408,408,67603,67603,46.09,0.8304,1157,2442,332,276,-0.76,6.6,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201702,13.8,13.8,"Frigo 1 période-41, Points_750.00",148,420,420,69397,69397,89.41,1.5237,2054,2512,351,535,-0.74,7.2,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201703,13.8,13.8,"Étalage régulier-11,Frigo 1 période-40,Étalage gros-1, Points_1500.00",182,463,463,76737,76737,93.36,1.0502,3073,2772,532,559,-0.82,5.04,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201704,13.75,13.75,"Allongeur - régulier-13,Frigo 1 période-36, Points_500.00",213,496,496,81707,81707,107.24,1.0148,2474,2967,633,642,-0.74,7.15,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201705,13.85,13.85,"Frigo 1 période-39,Étalage régulier-4,Étalage gros-1, Points_1500.00",175,516,516,85657,85657,85,0.9401,2517,3088,541,509,-0.8,5.61,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201706,13.8,13.8,"Allongeur - régulier-18, Points_750.00",51,410,410,68048,68048,22.77,0.8161,1048,2455,167,136,-0.87,3.61,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201707,13.8,13.8,"Frigo 1 période-50, Points_500.00",169,409,409,67788,67788,86.84,1.0537,2105,2446,493,520,-0.75,6.85,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201708,13.8,13.8,"Allongeur - régulier-14, Points_750.00",47,315,315,52159,52159,19.27,0.7056,843,1883,164,115,-0.86,3.79,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201709,13.9,13.9,"Frigo 1 période-30, Points_500.00",73,299,299,49915,49915,24.33,0.4965,888,1793,293,146,-0.84,4.57,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201710,13.95,13.95,"Frigo 1 période-9, Points_0.00",30,425,425,71037,71037,11.9,0.6663,163,2541,107,71,-0.56,12.2,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201711,13.8,13,"Étalage mini-260, Étalage mini-260,Circulaire-Standard plus 275 succursales à rabais ($)-416, LTO_1.00, Points_0.00",607,618,618,102352,96369,302.71,0.9937,36897,3698,1824,1812,-0.95,1.28,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201713,13.9,13.9,"Dégustation - régulière-1,Frigo 1 période-1,Étalage régulier-1,Étalage mini-3, Frigo 1 période-1,Dégustation - régulière-1,Étalage régulier-1,Étalage mini-3, Points_500.00",32,459,459,76510,76510,13.54,0.7402,574,2749,110,81,-0.86,3.93,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201801,13.9,13.9,"Étalage régulier-3,Étalage mini-7, Points_750.00",29,290,290,48324,48324,12.09,0.7149,878,1760,103,73,-0.92,2.3,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201802,13.9,13.9,"Étalage régulier-4, Points_750.00",13,347,347,57855,57855,5.04,0.6605,278,2106,46,31,-0.89,3.02,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201803,13.95,13.95,"Allongeur - régulier-14, Points_500.00",45,545,545,91052,91052,27.02,1.5387,740,3305,107,164,-0.78,6.11,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201804,13.85,13.25,"Frigo 1 période-1,Circulaire-Standard plus 275 succursales à rabais mixte-416,Étalage mini-254, Frigo 1 période-1,Étalage mini-254, LTO_1.00, Points_500.00",811,857,858,142479,136318,467.53,1.3618,27967,5203,2084,2838,-0.9,2.66,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201805,14,14,"Frigo 1 période-1, Points_0.00",10,499,499,83645,83645,7.78,3.6408,33,3027,13,47,0.45,40.12,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201806,14.1,14.1,"Frigo 1 période-1, Points_0.00",4,396,396,66944,66944,1.72,0.6776,33,2405,15,10,-0.68,8.92,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201807,14.1,14.1,"Dégustation - régulière-1,Étalage mini-20,Frigo 1 période-14,Allongeur - régulier-3, Points_2500.00",114,436,436,73815,73815,57.01,1.0002,3460,2648,346,346,-0.9,2.79,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201808,14.1,14.1,"Dégustation - régulière-1,Frigo 1 période-13,Étalage mini-11, Dégustation - régulière-1,Étalage mini-11,Frigo 1 période-13, Points_2500.00",71,377,377,63879,63879,38.63,1.2092,1833,2289,194,235,-0.87,3.57,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201809,14.2,14.2,"Allongeur - régulier-6,Étalage mini-13,Frigo 1 période-20, Points_2500.00",103,425,425,72629,72629,47.89,0.8626,3181,2582,337,291,-0.91,2.57,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201810,14,14,"Étalage mini-4,Allongeur - régulier-8, Points_1250.00",43,430,430,72096,72096,12.27,0.4026,1381,2607,185,74,-0.95,1.49,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201811,13.95,13.15,"Dégustation - régulière-1,Frigo 1 période-18,Circulaire-Produit à rabais mixte-416,Étalage mini-29, Frigo 1 période-18,Dégustation - régulière-1,Circulaire-Produit à rabais mixte-416,Étalage mini-29, Frigo 1 période-18,Dégustation - régulière-1,Étalage mini-29, LTO_1.00, Points_500.00",359,423,423,70648,66655,141.67,0.6511,7199,2565,1321,860,-0.88,3.1,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201812,14,14,"Étalage régulier-1,Étalage mini-20,Frigo 1 période-22, Points_2500.00",152,369,369,62054,62054,74.22,0.9513,3532,2238,474,451,-0.87,3.54,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201813,14.05,14.05,"Frigo 1 période-15,Étalage mini-24, Points_2500.00",146,394,394,66445,66445,79.39,1.1888,3650,2392,405,482,-0.87,3.67,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201901,14,14,"Frigo 1 période-20,Étalage mini-8, Étalage mini-8,Frigo 1 période-20, Points_1250.00",120,367,367,61779,61779,71.61,1.4748,2275,0,0,0,-1,5.3,66
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201902,14.1,14.1,"Étalage mini-6,Frigo 1 période-13, Points_1250.00",89,373,373,62952,62952,45.76,1.0483,1634,0,0,0,-1,4.73,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201903,14.1,14.1,"Frigo 1 période-28,Allongeur - régulier-6,Étalage mini-16, Points_2500.00",226,512,512,86536,86536,116.51,1.0609,4632,0,0,0,-1,4.26,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201904,13.95,13.95,"Allongeur - régulier-2,Frigo 1 période-52,Étalage mini-19, Points_2500.00",378,569,569,95295,95295,217.97,1.3613,6691,0,0,0,-1,5.46,
10529936,MONKEY BAY,MONKEY BAY CIC SAUVIGNON BLANC 00750 ML,201905,13.8,13.8,"Frigo 1 période-28,Étalage mini-8, Points_2500.00",170,415,416,69050,69050,98.86,1.3929,3064,0,0,0,-1,5.36,
10530283,MAPU,MAPU CABERNET SAUVIGNON CARMENERE 00750 ML,201601,11,11,"Étalage régulier-1,Étalage mini-49,Forfait événementiel défini-416,Événement tactique-Produit à découvrir à points bonis-416, LTO_0.00, Points_750.00",2470,2470,2470,326007,326007,1130.25,0.8437,17835,,,,,8.36,
10530283,MAPU,MAPU CABERNET SAUVIGNON CARMENERE 00750 ML,201603,11.05,11.05,"Étalage régulier-6,Étalage mini-19, Points_500.00",197,1711,1711,226789,226789,81.13,0.6997,2880,,,,,3.73,
10530283,MAPU,MAPU CABERNET SAUVIGNON CARMENERE 00750 ML,201606,11.05,11.05,"Étalage mini-56,Étalage régulier-17,Étalage gros-1, Points_750.00",627,1790,1790,237284,237284,315.75,1.0142,9858,,,,,4.25,
10530283,MAPU,MAPU CABERNET SAUVIGNON CARMENERE 00750 ML,201607,11.05,11.05,"Étalage mini-42,Étalage régulier-7, Points_750.00",408,1552,1552,205723,205723,224.41,1.2218,6087,,,,,4.89,
10530283,MAPU,MAPU CABERNET SAUVIGNON CARMENERE 00750 ML,201608,11.05,11.05,"Événement tactique-Événement produit à point bonis-416,Allongeur - régulier-50,Étalage mini-14, LTO_0.00, Points_1500.00",1905,1905,1905,252590,252590,685.02,0.5615,12178,,,,,7.46,
10530283,MAPU,MAPU CABERNET SAUVIGNON CARMENERE 00750 ML,201612,10.1,10.1,"Étalage régulier-6,Étalage mini-37, Points_500.00",270,1420,1420,172100,172100,111.96,0.7103,4374,,,,,3.1,
10530283,MAPU,MAPU CABERNET SAUVIGNON CARMENERE 00750 ML,201613,9.8,9.8,"Étalage mini-172, Étalage mini-172,Événement tactique-Standard plus 180 succursales à points bonis-416, LTO_0.00, Points_1000.00",2727,2957,2957,347932,347932,1462.57,1.1567,36128,,,,,4.76,
10530283,MAPU,MAPU CABERNET SAUVIGNON CARMENERE 00750 ML,201702,9.9,9.9,"Étalage régulier-3,Étalage mini-7,Étalage gros-1, Points_500.00",103,1456,1456,172988,172988,58.11,1.2994,1490,,,,,4.63,
10530283,MAPU,MAPU CABERNET SAUVIGNON CARMENERE 00750 ML,201704,9.85,9.85,"Allongeur - régulier-26, Points_500.00",285,1473,1473,174289,174289,124.79,0.7785,2036,,,,,7.25,
